term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,dfidf,mean_tfidf
rfq,10,6.937170050849456e-05,13.815293224637813,3,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.0030555201978566117
records,10,6.937170050849456e-05,13.815293224637813,7,NNS,2,"{'NNS', 'NNP'}",13.705908707523038,0.0021842383284567616
pictures,10,6.937170050849456e-05,13.815293224637813,8,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.00285631602583482
plug,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0013976321417632775
recaptcha,10,6.937170050849456e-05,13.815293224637813,9,NN,2,"{'NNP', 'NN'}",7.5002450535668,0.00289570443555974
amendment,10,6.937170050849456e-05,13.815293224637813,9,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0023409466574689903
middle,10,6.937170050849456e-05,13.815293224637813,6,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0013054163736898117
purchases,10,6.937170050849456e-05,13.815293224637813,9,NNS,1,{'NNS'},7.5002450535668,0.004459280312296928
sanding,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.00197508327524272
fixture,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.0030193467475432847
verification,10,6.937170050849456e-05,13.815293224637813,12,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0028574527813752817
hartford,9,6.243453045764511e-05,13.967296318082864,8,NNP,1,{'NNP'},4.352182518111363,0.001362804626883356
wipers,9,6.243453045764511e-05,13.967296318082864,6,NNS,2,"{'NNS', 'NNP'}",2.4771212547196626,0.001615513861773693
chester,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},2.4771212547196626,0.0018125277473558506
wiper,9,6.243453045764511e-05,13.967296318082864,5,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.001615513861773693
founders,9,6.243453045764511e-05,13.967296318082864,8,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.0013981053762224366
strainers,9,6.243453045764511e-05,13.967296318082864,9,NNS,3,"{'NNS', 'NNP', 'NNPS'}",7.5002450535668,0.0016234163802523883
suspended,9,6.243453045764511e-05,13.967296318082864,9,NNP,1,{'NNP'},2.4771212547196626,0.0011259642066907556
props,9,6.243453045764511e-05,13.967296318082864,5,NNS,1,{'NNS'},4.352182518111363,0.0022373232641806243
egr,9,6.243453045764511e-05,13.967296318082864,3,NNP,1,{'NNP'},2.4771212547196626,0.001615513861773693
yield,9,6.243453045764511e-05,13.967296318082864,5,NN,1,{'NN'},11.42416250293784,0.001767965614899733
byenter,9,6.243453045764511e-05,13.967296318082864,7,NN,1,{'NN'},2.4771212547196626,0.0019054778882458944
threads,9,6.243453045764511e-05,13.967296318082864,7,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.0021338740862102985
electromagnet,9,6.243453045764511e-05,13.967296318082864,13,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.002348466377396615
elmwood,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},2.4771212547196626,0.0009651121771635049
taf,9,6.243453045764511e-05,13.967296318082864,3,NN,1,{'NN'},2.4771212547196626,0.0019054778882458944
avenuebuffalo,9,6.243453045764511e-05,13.967296318082864,13,NNP,1,{'NNP'},2.4771212547196626,0.0009651121771635049
merchantability,9,6.243453045764511e-05,13.967296318082864,15,NN,1,{'NN'},13.705908707523038,0.0014194375235509597
representations,9,6.243453045764511e-05,13.967296318082864,15,NNS,1,{'NNS'},10.193820026016112,0.0018016931802301457
seybert,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},2.4771212547196626,0.0026540584871996386
wrought,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.001722019709992067
trends,9,6.243453045764511e-05,13.967296318082864,6,NNS,1,{'NNS'},11.42416250293784,0.0012936980043185891
bismuth,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",6.0,0.002630252100840336
founded,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},12.59225014182175,0.0022124334855416344
strengths,9,6.243453045764511e-05,13.967296318082864,9,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.0017240313116943281
channels,9,6.243453045764511e-05,13.967296318082864,8,NNS,2,"{'NNS', 'NNP'}",10.193820026016112,0.0026621962920066844
suspension,9,6.243453045764511e-05,13.967296318082864,10,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0034437399674056715
perfect,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",8.890756251918218,0.0016421598849141873
alignment,9,6.243453045764511e-05,13.967296318082864,9,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0011286507015845755
yoke,9,6.243453045764511e-05,13.967296318082864,4,NNP,1,{'NNP'},2.4771212547196626,0.0012595531803659304
capture,9,6.243453045764511e-05,13.967296318082864,7,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0012859843864381707
china,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},11.42416250293784,0.001723272619414048
costcast,9,6.243453045764511e-05,13.967296318082864,8,NN,1,{'NN'},2.4771212547196626,0.003096401568399578
gender,9,6.243453045764511e-05,13.967296318082864,6,NN,1,{'NN'},10.193820026016112,0.0015912387978569884
cap,9,6.243453045764511e-05,13.967296318082864,3,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0011317656200730318
limit,9,6.243453045764511e-05,13.967296318082864,5,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0028881719937654455
institutions,9,6.243453045764511e-05,13.967296318082864,12,NNS,1,{'NNS'},6.0,0.002078272604588394
sex,9,6.243453045764511e-05,13.967296318082864,3,NN,1,{'NN'},8.890756251918218,0.0032268455450280846
tent,9,6.243453045764511e-05,13.967296318082864,4,NN,1,{'NN'},2.4771212547196626,0.002251928413381511
nsf,9,6.243453045764511e-05,13.967296318082864,3,NNP,1,{'NNP'},6.0,0.001100358422939068
smc,9,6.243453045764511e-05,13.967296318082864,3,NNP,1,{'NNP'},4.352182518111363,0.0019161453554706373
sensor,9,6.243453045764511e-05,13.967296318082864,6,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0034454778268381623
sensors,9,6.243453045764511e-05,13.967296318082864,7,NNS,4,"{'NNS', 'NNP', 'NN', 'NNPS'}",10.193820026016112,0.0028824879628523473
bucket,9,6.243453045764511e-05,13.967296318082864,6,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0010928476123763218
automobile,9,6.243453045764511e-05,13.967296318082864,10,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0018689677493206487
tier,9,6.243453045764511e-05,13.967296318082864,4,NNP,1,{'NNP'},7.5002450535668,0.0025982470664232247
providers,9,6.243453045764511e-05,13.967296318082864,9,NNS,3,"{'NNS', 'NNP', 'NNPS'}",11.42416250293784,0.002570055315486266
skinner,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},2.4771212547196626,0.0013270292435998193
tuyere,9,6.243453045764511e-05,13.967296318082864,6,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0019902270774432157
reduces,9,6.243453045764511e-05,13.967296318082864,7,NNS,2,"{'NNS', 'NNP'}",10.193820026016112,0.002856176614432235
capacitiesour,9,6.243453045764511e-05,13.967296318082864,13,NNP,1,{'NNP'},4.352182518111363,0.003080976476032013
ofmueller,9,6.243453045764511e-05,13.967296318082864,9,NN,1,{'NN'},2.4771212547196626,0.0007905706132084029
urethane,9,6.243453045764511e-05,13.967296318082864,8,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.000702385440597811
insurance,9,6.243453045764511e-05,13.967296318082864,9,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0019061836822318323
inland,9,6.243453045764511e-05,13.967296318082864,6,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.005716433664737682
served,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},12.59225014182175,0.002100236603745344
resumes,9,6.243453045764511e-05,13.967296318082864,7,NNS,1,{'NNS'},6.0,0.005337099811676083
southfield,9,6.243453045764511e-05,13.967296318082864,10,NNP,1,{'NNP'},4.352182518111363,0.0019556375694127857
alsip,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},2.4771212547196626,0.0019054778882458944
maps,9,6.243453045764511e-05,13.967296318082864,4,NNP,2,"{'NNS', 'NNP'}",6.0,0.001354790137398833
implementation,9,6.243453045764511e-05,13.967296318082864,14,NN,1,{'NN'},13.705908707523038,0.0011897414675445606
airset,9,6.243453045764511e-05,13.967296318082864,6,NN,2,"{'NNP', 'NN'}",7.5002450535668,0.0018507333463787504
sustainability,9,6.243453045764511e-05,13.967296318082864,14,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.0017894626836395108
tacoma,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},4.352182518111363,0.0029530619194036256
shipment,9,6.243453045764511e-05,13.967296318082864,8,NN,1,{'NN'},8.890756251918218,0.001519303558736012
short,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},10.193820026016112,0.0013733525673559983
events,9,6.243453045764511e-05,13.967296318082864,6,NNP,2,"{'NNS', 'NNP'}",6.0,0.004513227513227513
th,9,6.243453045764511e-05,13.967296318082864,2,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0020206561691231326
connectors,9,6.243453045764511e-05,13.967296318082864,10,NNS,1,{'NNS'},11.42416250293784,0.0031014376627896004
catches,9,6.243453045764511e-05,13.967296318082864,7,NNS,1,{'NNS'},2.4771212547196626,0.0013270292435998193
nisku,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},2.4771212547196626,0.002752356949688514
fan,9,6.243453045764511e-05,13.967296318082864,3,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.005233446174972679
sc,9,6.243453045764511e-05,13.967296318082864,2,NNP,1,{'NNP'},4.352182518111363,0.00466305269797646
nylon,9,6.243453045764511e-05,13.967296318082864,5,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0012420916243909286
africa,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},7.5002450535668,0.00369051719250446
danny,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},6.0,0.0017761437908496733
waterworks,9,6.243453045764511e-05,13.967296318082864,10,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.002752356949688514
beginnings,9,6.243453045764511e-05,13.967296318082864,10,NNS,1,{'NNS'},8.890756251918218,0.0024822963348724142
casts,9,6.243453045764511e-05,13.967296318082864,5,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.0025664602533594363
builds,9,6.243453045764511e-05,13.967296318082864,6,NNS,1,{'NNS'},10.193820026016112,0.002426604968314261
profitability,9,6.243453045764511e-05,13.967296318082864,13,NN,1,{'NN'},7.5002450535668,0.0018024590105376545
miles,9,6.243453045764511e-05,13.967296318082864,5,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.004972552932208574
edmonton,9,6.243453045764511e-05,13.967296318082864,8,NNP,1,{'NNP'},2.4771212547196626,0.002752356949688514
cancer,9,6.243453045764511e-05,13.967296318082864,6,NN,1,{'NN'},7.5002450535668,0.0008552098977772358
former,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},6.0,0.0018649373881932019
seelen,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},2.4771212547196626,0.0046446023525993675
refrigeration,9,6.243453045764511e-05,13.967296318082864,13,NN,2,"{'NNP', 'NN'}",6.0,0.0025352743561030235
berry,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},2.4771212547196626,0.002251928413381511
tracking,9,6.243453045764511e-05,13.967296318082864,8,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0020410060454711795
couplings,9,6.243453045764511e-05,13.967296318082864,9,NNP,2,"{'NNS', 'NNP'}",11.42416250293784,0.0039108208606321755
utility,9,6.243453045764511e-05,13.967296318082864,7,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0014938339638545636
tapping,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.0033538580641150903
orifice,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},6.0,0.0031358024691358027
register,9,6.243453045764511e-05,13.967296318082864,8,NN,1,{'NN'},8.890756251918218,0.003405489018647915
dyno,9,6.243453045764511e-05,13.967296318082864,4,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.0037156818820794943
my,9,6.243453045764511e-05,13.967296318082864,2,NNP,1,{'NNP'},8.890756251918218,0.004014504330726534
metalcasters,9,6.243453045764511e-05,13.967296318082864,12,NNP,1,{'NNP'},2.4771212547196626,0.002123246789759711
sense,9,6.243453045764511e-05,13.967296318082864,5,NN,1,{'NN'},12.59225014182175,0.0018456086926350078
fabrications,9,6.243453045764511e-05,13.967296318082864,12,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.0022816407828669966
summary,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.0016802268486475784
english,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},6.0,0.0043076923076923075
methodology,9,6.243453045764511e-05,13.967296318082864,11,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.003322117079679465
petal,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},2.4771212547196626,0.0024771212547196626
albert,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},2.4771212547196626,0.003911244086399467
rdnew,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},2.4771212547196626,0.0008077569308868465
deburring,9,6.243453045764511e-05,13.967296318082864,9,NNP,2,"{'NNP', 'NN'}",8.890756251918218,0.002279903932961759
friends,9,6.243453045764511e-05,13.967296318082864,7,NNS,2,"{'NNS', 'NNP'}",11.42416250293784,0.00236815236708924
territory,9,6.243453045764511e-05,13.967296318082864,9,NNP,2,"{'NNP', 'NN'}",6.0,0.0014992784992784991
plaque,9,6.243453045764511e-05,13.967296318082864,6,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.0029793025125550896
roadhouston,9,6.243453045764511e-05,13.967296318082864,11,NNP,1,{'NNP'},2.4771212547196626,0.0009289204705198736
signs,9,6.243453045764511e-05,13.967296318082864,5,NNS,2,"{'NNS', 'NNP'}",7.5002450535668,0.0021678268201304187
nadcap,9,6.243453045764511e-05,13.967296318082864,6,NNP,1,{'NNP'},8.890756251918218,0.002381349690421625
reading,9,6.243453045764511e-05,13.967296318082864,7,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.004400128015319953
cash,9,6.243453045764511e-05,13.967296318082864,4,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0029880659141282785
element,9,6.243453045764511e-05,13.967296318082864,7,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.002216472647826541
specializes,9,6.243453045764511e-05,13.967296318082864,11,NNS,2,"{'NNS', 'NNP'}",11.42416250293784,0.0028755898383804905
contactus,9,6.243453045764511e-05,13.967296318082864,9,NNP,2,"{'NNP', 'NN'}",12.59225014182175,0.0019445331280003994
clamps,9,6.243453045764511e-05,13.967296318082864,6,NNP,2,"{'NNS', 'NNP'}",10.193820026016112,0.0014854069959346337
grate,9,6.243453045764511e-05,13.967296318082864,5,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.002724911453138507
finance,9,6.243453045764511e-05,13.967296318082864,7,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.001483779719405433
spigot,9,6.243453045764511e-05,13.967296318082864,6,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0005457980122679894
blanket,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0016828055425811546
merger,9,6.243453045764511e-05,13.967296318082864,6,NN,1,{'NN'},10.193820026016112,0.0017553886071736099
heater,9,6.243453045764511e-05,13.967296318082864,6,NN,1,{'NN'},2.4771212547196626,0.002251928413381511
mercury,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},4.352182518111363,0.003121262209958654
southern,9,6.243453045764511e-05,13.967296318082864,8,NNP,1,{'NNP'},8.890756251918218,0.00577749480343507
variable,9,6.243453045764511e-05,13.967296318082864,8,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.002504080753865526
du,9,6.243453045764511e-05,13.967296318082864,2,NN,1,{'NN'},6.0,0.0018106729871435756
depth,9,6.243453045764511e-05,13.967296318082864,5,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.001377675210394241
lamination,9,6.243453045764511e-05,13.967296318082864,10,NNP,2,"{'NNP', 'NN'}",6.0,0.0015079365079365078
measurement,9,6.243453045764511e-05,13.967296318082864,11,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0033049673864369044
fl,9,6.243453045764511e-05,13.967296318082864,2,NNP,1,{'NNP'},7.5002450535668,0.0038113502638903816
russell,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},6.0,0.005
beltrami,9,6.243453045764511e-05,13.967296318082864,8,NNP,1,{'NNP'},2.4771212547196626,0.008257070849065542
ut,9,6.243453045764511e-05,13.967296318082864,2,NNP,1,{'NNP'},7.5002450535668,0.0018131432209966872
discs,9,6.243453045764511e-05,13.967296318082864,5,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0009566198105952173
hwy,9,6.243453045764511e-05,13.967296318082864,3,NNP,1,{'NNP'},7.5002450535668,0.0029597152085030247
troy,9,6.243453045764511e-05,13.967296318082864,4,NNP,1,{'NNP'},4.352182518111363,0.0026229671426117583
printers,9,6.243453045764511e-05,13.967296318082864,8,NNS,1,{'NNS'},8.890756251918218,0.002018099157045732
seating,9,6.243453045764511e-05,13.967296318082864,7,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0017524544453179506
budget,9,6.243453045764511e-05,13.967296318082864,6,NN,1,{'NN'},12.59225014182175,0.002121830955618073
supreme,9,6.243453045764511e-05,13.967296318082864,7,NNP,1,{'NNP'},2.4771212547196626,0.006192803136799156
cda,9,6.243453045764511e-05,13.967296318082864,3,NNP,1,{'NNP'},4.352182518111363,0.0026126323626960305
bythejrp,9,6.243453045764511e-05,13.967296318082864,8,NN,1,{'NN'},2.4771212547196626,0.0021856952247526437
congress,9,6.243453045764511e-05,13.967296318082864,8,NNP,1,{'NNP'},2.4771212547196626,0.003377892620072268
provision,9,6.243453045764511e-05,13.967296318082864,9,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0017745006875606532
testimonials,9,6.243453045764511e-05,13.967296318082864,12,NNS,2,"{'NNS', 'NNP'}",10.193820026016112,0.0019897617947490643
confidentiality,9,6.243453045764511e-05,13.967296318082864,15,NN,1,{'NN'},12.59225014182175,0.002014653800796321
show,9,6.243453045764511e-05,13.967296318082864,4,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.0018580331961801629
roles,9,6.243453045764511e-05,13.967296318082864,5,NNS,1,{'NNS'},7.5002450535668,0.0012979583847559316
tig,9,6.243453045764511e-05,13.967296318082864,3,NNP,1,{'NNP'},7.5002450535668,0.003638551527238575
ss,9,6.243453045764511e-05,13.967296318082864,2,NNP,1,{'NNP'},10.193820026016112,0.0031852518291168807
bore,9,6.243453045764511e-05,13.967296318082864,4,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.001487514913486476
sands,9,6.243453045764511e-05,13.967296318082864,5,NNP,2,"{'NNS', 'NNP'}",7.5002450535668,0.0026373216182625767
statistics,9,6.243453045764511e-05,13.967296318082864,10,NNS,2,"{'NNS', 'NNPS'}",8.890756251918218,0.0017751124204079317
transaction,9,6.243453045764511e-05,13.967296318082864,11,NN,1,{'NN'},8.890756251918218,0.0017383069709179448
lodi,9,6.243453045764511e-05,13.967296318082864,4,NNP,1,{'NNP'},2.4771212547196626,0.003096401568399578
fiber,9,6.243453045764511e-05,13.967296318082864,5,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.0022921118582120053
marketplace,9,6.243453045764511e-05,13.967296318082864,11,NN,1,{'NN'},12.59225014182175,0.002261300347321248
platform,9,6.243453045764511e-05,13.967296318082864,8,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0027602703871662127
duke,9,6.243453045764511e-05,13.967296318082864,4,NNP,1,{'NNP'},4.352182518111363,0.002680692130720767
respond,9,6.243453045764511e-05,13.967296318082864,7,NN,1,{'NN'},6.0,0.0024754901960784316
stocks,9,6.243453045764511e-05,13.967296318082864,6,NNS,1,{'NNS'},8.890756251918218,0.002044321717055978
grove,9,6.243453045764511e-05,13.967296318082864,5,NNP,1,{'NNP'},2.4771212547196626,0.002251928413381511
front,9,6.243453045764511e-05,13.967296318082864,5,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.002417109212088909
graphics,9,6.243453045764511e-05,13.967296318082864,8,NNS,2,"{'NNS', 'NNP'}",10.193820026016112,0.002711066546838591
decals,9,6.243453045764511e-05,13.967296318082864,6,NNS,2,"{'NNS', 'NNP'}",6.0,0.006234693877551021
drhouston,9,6.243453045764511e-05,13.967296318082864,9,NNP,1,{'NNP'},2.4771212547196626,0.002972545505663595
tsubo,9,6.243453045764511e-05,13.967296318082864,5,NN,1,{'NN'},2.4771212547196626,0.006755785240144536
thread,9,6.243453045764511e-05,13.967296318082864,6,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.002757264181396435
